syntax-test-p,negative-syntax-test-p,query-evaluation-test-p,type,suite,collection,name,failedp,implementedp,parsing-succeeded-p,translation-succeeded-p,initialization-succeeded-p,rule-type,different-semantics-p,running-succeeded-p,comparing-succeeded-p
True,False,True,QueryEvaluationTest,data-r2,cast,cast-flt,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,cast,cast-dbl,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,cast,cast-dec,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,cast,cast-dT,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,cast,cast-bool,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,construct,construct-5,True,True,True,True,True,CONSTRUCT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-01,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-02,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-03,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-04,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-05,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-06,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-07,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-08,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-09,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-09b,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-10,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-10b,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-11,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-12,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,dataset,dawg-dataset-12b,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,distinct-star-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,distinct-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,no-distinct-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,distinct-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,no-distinct-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,no-distinct-9,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,distinct,distinct-9,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-isLiteral-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-str-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-str-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-str-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-str-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-isBlank-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-datatype-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-datatype-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-isURI-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-isIRI-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-langMatches-1,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-langMatches-2,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-langMatches-3,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-langMatches-4,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,dawg-langMatches-basic,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,lang-case-insensitive-ne,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,sameTerm-simple,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,sameTerm-eq,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-builtin,sameTerm-not-eq,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-5,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-2-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-2-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-graph-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-graph-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-graph-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-graph-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,expr-equals,eq-graph-5,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-01,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-02,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-03,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-04,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-05,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-06,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-07,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-08,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-09,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-10,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-10b,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,graph,dawg-graph-11,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,i18n,kanji-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,i18n,kanji-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,i18n,normalization-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-01,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-06,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-07,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-08,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-09,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-10,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-11,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,open-eq-12,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,date-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,open-world,date-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional-filter,dawg-optional-filter-001,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional-filter,dawg-optional-filter-002,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional-filter,dawg-optional-filter-003,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional-filter,dawg-optional-filter-004,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional-filter,dawg-optional-filter-005-simplified,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional-filter,dawg-optional-filter-005-not-simplified,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-optional-complex-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-optional-complex-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-optional-complex-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-optional-complex-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-optional-001,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-optional-002,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,optional,dawg-union-001,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,reduced,reduced-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,regex,dawg-regex-001,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,regex,dawg-regex-002,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,regex,dawg-regex-003,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,regex,dawg-regex-004,True,False,True,True,True,SELECT,False,False,
True,False,True,QueryEvaluationTest,data-r2,solution-seq,limit-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,limit-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,limit-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,limit-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,offset-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,offset-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,offset-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,offset-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,slice-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,slice-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,slice-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,slice-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,solution-seq,slice-5,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-1,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-2,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-3,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-4,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-5,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-6,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-7,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-8,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-9,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-10,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-numbers,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-builtin,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,sort,dawg-sort-function,True,True,True,True,True,SELECT,False,True,False
True,False,False,PositiveSyntaxTest,data-r2,syntax-sparql1,syntax-lit-08,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-01,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-02,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-03,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-04,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-05,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-06,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-07,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-08,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-09,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-10,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-11,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-12,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-13,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-14,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-15,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-16,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-17,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-18,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-19,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-20,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-21,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-22,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-23,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-24,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-25,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-26,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-27,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-28,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-29,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-30,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,syn-bad-31,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,bnode-dot,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,bnodes-missing-pvalues-01,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,bnodes-missing-pvalues-02,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,empty-optional-01,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,empty-optional-02,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,filter-missing-parens,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,lone-list,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,lone-node,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,blabel-cross-graph-bad,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,blabel-cross-optional-bad,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql3,blabel-cross-union-bad,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-34,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-35,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-36,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-37,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-38,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-OPT-breaks-BGP,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-UNION-breaks-BGP,True,True,False,False,False,,False,,
True,True,False,NegativeSyntaxTest,data-r2,syntax-sparql4,syn-bad-GRAPH-breaks-BGP,True,True,False,False,False,,False,,
True,False,True,QueryEvaluationTest,data-r2,triple-match,dawg-triple-pattern-001,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,triple-match,dawg-triple-pattern-002,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,triple-match,dawg-triple-pattern-003,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,triple-match,dawg-triple-pattern-004,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-01,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-02,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-03,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-04,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-05,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-06,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-07,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-08,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-09,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-10,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-11,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-12,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-13,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-14,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-15,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-16,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-17,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-18,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-19,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-20,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-21,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-22,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-23,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-24,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-25,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-26,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-27,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-28,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-29,True,True,True,True,True,ASK,False,True,False
True,False,True,QueryEvaluationTest,data-r2,type-promotion,type-promotion-30,True,True,True,True,True,ASK,False,True,False
True,False,True,UpdateEvaluationTest,data-sparql11,add,add01,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add02,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add03,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add04,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add05,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add06,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add07,True,True,True,False,False,,False,,
True,False,True,UpdateEvaluationTest,data-sparql11,add,add08,True,True,True,False,False,,False,,
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg01,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg02,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg03,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg04,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg05,True,True,True,True,True,SELECT,False,True,False
True,False,True,QueryEvaluationTest,data-sparql11,aggregates,agg06,True,True,True,True,True,SELECT,False,True,False
